disc_compare,wtest_stat,p_value,model,metric
ewd vs efd,6.0,0.8125,KNN-VDM,accuracy
ewd vs ffd,2.0,0.27332167829229814,KNN-VDM,accuracy
ewd vs cm,5.0,0.625,KNN-VDM,accuracy
efd vs ffd,7.0,1.0,KNN-VDM,accuracy
efd vs cm,3.0,0.4652088184521418,KNN-VDM,accuracy
cm vs dt,N/A,N/A,KNN-VDM,accuracy
