disc_compare,wtest_stat,p_value,model,metric
ewd vs efd,2.0,0.27332167829229814,KNN-VDM,bias
ewd vs ffd,6.0,0.8125,KNN-VDM,bias
ewd vs cm,4.0,0.4375,KNN-VDM,bias
efd vs cm,3.0,0.4652088184521418,KNN-VDM,bias
ffd vs efd,6.5,1.0,KNN-VDM,bias
cm vs dt,N/A,N/A,KNN-VDM,bias
